timestamp,src_ip,dst_ip,src_port,dst_port,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,count,srv_count,serror_rate,dst_host_count,dst_host_srv_count,protocol_type,label
2026-05-02 08:06:36,93.30.110.82,165.137.222.58,30196,8080,0.5658949669504463,94.24701499910151,23.794541402186486,0,0,0,0,0,0,0,417,458,0.971158262882056,205,232,icmp,ddos
2026-05-02 08:06:42,115.1.19.75,16.234.31.232,34532,25,12.928628108244574,311.8094264787239,67169.95090971673,0,0,0,3,0,1,0,39,20,0.046293956400227154,91,2,icmp,normal
2026-05-02 08:06:48,11.115.145.87,26.161.230.95,23452,21,1.7126371760043075,90.00210944527952,40.15274501667461,0,0,0,0,5,0,0,122,7,0.26258197434332387,16,7,tcp,brute_force
2026-05-02 08:06:54,190.16.182.36,99.78.204.142,46694,80,3.7157882729629845,2973.715394487525,8559.177119182423,0,0,0,4,1,1,0,3,6,0.03005398128861667,76,39,tcp,normal
2026-05-02 08:07:00,145.138.197.235,226.101.173.252,50904,80,7.834544022810766,6191.7295969944535,4482.228207449863,0,0,0,4,0,1,0,15,21,0.04594483073735928,65,54,udp,normal
2026-05-02 08:07:06,83.47.115.82,225.24.214.35,6275,80,13.290714958562575,249.40065525686106,14420.227756952949,0,0,0,3,0,1,0,8,22,0.05354291523578492,79,19,tcp,normal
2026-05-02 08:07:12,101.4.188.109,182.199.49.90,33320,3306,2.591999393869146,471.14944047080166,514.3164062418311,0,0,0,2,0,1,0,9,9,0.036829475241362056,19,29,tcp,normal
2026-05-02 08:07:18,161.215.46.40,251.220.250.220,45891,443,1.9785247627584628,4563.713026642704,5185.057425964347,0,0,0,2,0,1,0,49,15,0.08015412820685786,29,50,tcp,normal
2026-05-02 08:07:24,55.229.37.76,205.42.150.196,28611,80,3.8858681584589765,151.2652102377818,8965.257671716565,0,0,0,1,0,1,0,44,1,0.034965292943555444,69,25,tcp,normal
2026-05-02 08:07:30,48.162.118.120,76.18.61.236,39321,25,0.4927923153723075,16249.053327732452,3579.4182612044383,0,0,0,2,0,1,0,41,7,0.012412930123968418,28,16,tcp,normal
2026-05-02 08:07:36,50.49.195.27,56.140.191.69,48869,3306,1.2980186270924186,5277.66807941671,45768.53875666456,0,0,0,2,0,1,0,48,19,0.012893614087862484,97,19,tcp,normal
2026-05-02 08:07:42,128.26.200.37,45.157.117.216,51271,443,4.563523262969475,347.1142982751408,17653.616997870027,0,0,0,3,0,1,0,37,16,0.0029579186106429654,98,13,tcp,normal
2026-05-02 08:07:48,213.3.116.150,30.188.135.230,36390,80,0.6315526870410804,152.77026145896062,58.17978911566015,0,0,0,0,4,0,0,228,6,0.3000507075898269,2,9,tcp,brute_force
2026-05-02 08:07:54,87.166.253.29,71.104.175.47,32163,21,0.7448067567136397,864.5254007301149,1897.1151678153105,0,0,0,1,0,1,0,32,4,0.012498116640976966,96,50,tcp,normal
2026-05-02 08:08:00,165.248.106.92,97.18.245.88,7300,80,8.517740157598823,206127.56714665823,4968.680129527924,0,0,0,2,0,1,0,14,3,0.043404623018295854,56,5,udp,normal
2026-05-02 08:08:06,95.218.21.184,177.180.155.101,27967,22,7.375476489171357,11856.058027506511,543.7017500486896,0,0,0,0,0,1,0,16,10,0.02767543362795869,70,8,icmp,normal
2026-05-02 08:08:12,161.188.214.166,16.214.241.75,16100,443,1.437755216095028,707.4230532822025,1663.3933990544813,0,0,0,1,0,1,0,22,19,0.02409872829781725,26,6,udp,normal
2026-05-02 08:08:18,231.40.244.74,119.153.85.178,20733,3389,0.7249554594636825,51.212609152655865,15.41531042180431,0,0,0,0,0,0,0,407,427,0.8457975624954704,244,204,icmp,ddos
2026-05-02 08:08:24,127.241.210.47,125.222.97.225,37184,80,1.7750670644968478,138.61307895183432,49.49746586644067,0,0,0,0,9,0,0,256,5,0.042705774930916526,2,7,tcp,brute_force
2026-05-02 08:08:30,127.224.150.196,124.90.88.144,26841,3389,2.83556844461547,34.724564759779554,318.54834598325084,0,0,0,2,0,1,0,16,14,0.021345009897068112,64,27,udp,normal
2026-05-02 08:08:36,91.199.86.61,16.174.231.131,20080,22,3.401614623279765,1960.5388333456126,1263.3864871604428,0,0,0,0,0,1,0,22,1,0.09684051806875897,24,29,tcp,normal
2026-05-02 08:08:42,218.135.184.37,125.245.85.112,41702,80,7.661732790278647,1544.3936734630815,1006.0544740383821,0,0,0,4,0,0,0,10,19,0.06492230656916506,49,10,udp,normal
2026-05-02 08:08:48,165.58.49.177,213.164.25.179,5941,443,24.024177204430693,3551.028741239768,39803.0027904667,0,0,0,1,0,1,0,16,26,0.043408307887418056,75,37,tcp,normal
2026-05-02 08:08:54,176.43.96.114,203.7.181.253,26580,3389,1.139005612882442,4106.781299407066,18056.63131981005,0,0,0,2,0,1,0,32,15,0.11438705281308036,33,54,udp,normal
2026-05-02 08:09:00,169.167.165.107,135.73.151.14,19000,22,4.468892022972917,81994.57488047935,7663.110202655451,0,0,0,3,0,0,0,4,17,0.18951865807591903,65,58,tcp,normal
2026-05-02 08:09:06,87.121.211.14,166.84.57.179,15378,22,0.4430196733423927,5936.091934821053,7730.242208130173,0,0,0,0,0,1,0,14,6,0.005618232307782376,68,20,tcp,normal
2026-05-02 08:09:12,239.151.204.63,211.236.128.250,9420,80,11.729722948735802,10765.180125414097,25135.604487333996,0,0,0,1,0,1,0,34,25,0.0078003974612732225,39,51,tcp,normal
2026-05-02 08:09:18,244.96.26.99,41.39.157.16,17975,80,3.291074694399528,8314.794449678717,1201.7600626950095,0,0,0,2,0,1,0,18,13,0.05380407506470753,91,55,udp,normal
2026-05-02 08:09:24,76.245.53.110,37.86.174.51,38858,443,14.420488141110827,15968.421704632325,15293.66145267308,0,0,0,0,0,1,0,39,11,0.031115358145102832,48,15,udp,normal
2026-05-02 08:09:30,185.76.254.45,160.84.229.155,29225,80,0.4683860473673068,31.064269199406517,11.510688083353136,0,0,0,0,0,0,0,411,511,0.9595327052929539,227,228,icmp,ddos
2026-05-02 08:09:36,211.156.167.86,16.156.26.200,32594,3306,1.893801907088391,667.8760236991754,18161.37306733338,0,0,0,4,0,0,0,18,9,0.0897680698331205,80,21,udp,normal
2026-05-02 08:09:42,172.118.208.150,133.207.251.16,64151,22,4.151414204758868,647.1765602184422,41032.09386161245,0,0,0,2,0,1,0,27,3,0.034305618301946186,28,34,tcp,normal
2026-05-02 08:09:48,52.2.229.236,196.171.222.77,60616,21,4.523086485645732,13081.08503048946,2349.8204082713373,0,0,0,4,0,1,0,27,29,0.07485990488596234,59,11,tcp,normal
2026-05-02 08:09:54,175.96.65.69,168.136.199.166,5170,21,1.5198227235646837,2092.1524905611327,102093.02603869555,0,0,0,1,0,0,0,29,14,0.012718293178275084,9,20,tcp,normal
2026-05-02 08:10:00,166.55.59.182,32.9.23.13,26110,22,3.3432333033061967,12870.08255285969,11639.719668816771,0,0,0,3,1,1,0,31,26,0.07686403629411964,66,8,udp,normal
2026-05-02 08:10:06,169.106.235.137,78.104.231.52,39399,80,3.5338988242229687,8690.165517151705,14703.082801939267,0,0,0,0,0,1,0,36,23,0.17063717306960585,88,46,tcp,normal
2026-05-02 08:10:12,8.62.76.125,134.56.164.168,64730,443,0.17053769928918966,5458.609719845236,28947.965204040436,0,0,0,2,0,0,0,49,3,0.04006361890635756,21,50,tcp,normal
2026-05-02 08:10:18,89.82.244.39,121.164.55.153,51987,443,0.5496862502032771,472.60367975434707,49540.20148445343,0,0,0,0,0,1,0,46,14,0.07446935022283532,5,50,tcp,normal
2026-05-02 08:10:24,186.93.16.207,137.177.27.32,20346,25,0.0,45.0,0.0,0,0,0,0,0,0,0,241,9,0.9198853589018912,222,15,tcp,port_scan
2026-05-02 08:10:30,105.21.183.88,164.11.75.177,46620,22,4.944716610333097,2269.93984295019,6338.426807762629,0,0,0,3,0,1,0,41,16,0.02843638959076609,1,7,udp,normal
2026-05-02 08:10:36,47.235.90.252,85.217.152.92,65360,22,13.950554374505995,2307.940858689127,22829.633737581593,0,0,0,2,0,1,0,13,16,0.11108103873689754,95,39,tcp,normal
2026-05-02 08:10:42,185.22.98.153,104.141.46.243,5784,443,7.328011245991459,758.0832969939622,6855.461246202259,0,0,0,2,0,1,0,31,8,0.08693526383087737,97,28,tcp,normal
2026-05-02 08:10:48,21.143.42.198,69.86.115.216,40155,3389,0.12646561666683157,59.292462469957,33.50022143782238,0,0,0,0,0,0,0,443,401,0.9492903547375817,217,234,icmp,ddos
2026-05-02 08:10:54,84.244.233.116,142.146.252.54,44807,3306,5.983873622284977,9279.695407084457,14397.274931858321,0,0,0,4,0,1,0,5,13,0.008244972219296869,57,17,tcp,normal
2026-05-02 08:11:00,49.173.22.2,155.69.164.254,15094,443,0.11428534342287024,98.85946699664206,34.64831994719652,0,0,0,2,5,1,0,238,1,0.315979182585813,8,8,tcp,brute_force
2026-05-02 08:11:06,118.213.188.91,252.120.6.49,39887,3389,565.2914956937535,687.3155728638834,441380.8821014358,0,0,0,15,0,1,1,12,8,0.06020681542088097,17,2,tcp,data_exfil
2026-05-02 08:11:12,155.188.190.11,28.36.48.207,41742,443,1.6331296050518467,766.093465517016,4155.9205331933135,0,0,0,0,0,1,0,38,8,0.03814960094231292,98,3,icmp,normal
2026-05-02 08:11:18,11.140.98.169,64.68.147.8,16862,22,0.3782898819980696,53.63002983226569,23.01503749672846,0,0,0,0,0,0,0,479,424,0.8567835170440065,212,224,tcp,ddos
2026-05-02 08:11:24,72.180.127.12,19.0.27.233,40014,443,0.9766664802022349,10823.188343345397,74350.02659202045,0,1,0,1,0,1,0,5,5,0.022873920382824393,97,5,tcp,normal
2026-05-02 08:11:30,13.94.120.137,22.55.13.7,35332,8080,5.419387148993198,1199.3737579627734,3771.0401036406593,0,0,0,2,0,1,0,12,17,0.06528388572852158,95,11,tcp,normal
2026-05-02 08:11:36,160.86.159.10,99.135.235.44,28446,21,0.0,15.0,0.0,0,0,0,0,0,0,0,329,5,0.48259544357152845,219,15,tcp,port_scan
2026-05-02 08:11:42,200.233.170.112,197.177.224.83,24989,8080,3.3891047127677454,8229.587295529924,599.4046488387619,0,0,0,0,0,1,0,20,8,0.09428424083350562,78,12,tcp,normal
2026-05-02 08:11:48,6.23.109.134,57.233.186.206,42441,80,0.35752078534477316,161.76491556828864,58609.4685092594,0,0,0,3,0,1,0,4,21,0.03013090553305244,68,42,udp,normal
2026-05-02 08:11:54,238.239.115.126,203.24.150.115,20247,443,0.0,38.0,0.0,0,0,0,0,0,0,0,280,2,0.5794080719134488,219,19,tcp,port_scan
2026-05-02 08:12:00,147.48.148.4,177.11.119.120,29661,443,0.39368130849811933,35.3999413207905,13.806124378666498,0,1,0,0,0,0,0,459,407,0.953309613156848,242,229,icmp,ddos
2026-05-02 08:12:06,33.73.34.33,133.193.67.246,43686,21,8.047276607020212,19048.3215350408,6591.35804100593,0,0,0,1,1,0,0,21,18,0.04606594489472932,80,7,tcp,normal
2026-05-02 08:12:12,101.183.45.39,168.15.241.165,1968,80,0.05533348890164104,104.99013215374094,22.764399838103156,0,1,0,0,0,0,0,493,485,0.8582179492912988,248,221,icmp,ddos
2026-05-02 08:12:18,248.91.208.240,90.254.88.75,36704,80,0.2872995953898651,76.2655445516589,7.8000880124561895,0,1,0,0,0,0,0,468,412,0.9599471462567329,248,250,icmp,ddos
2026-05-02 08:12:24,45.118.192.177,105.45.24.35,18521,80,180.10155653451787,487.91850008339935,103147.69091546058,0,0,0,18,0,1,2,24,6,0.0897309688010163,17,8,tcp,data_exfil
2026-05-02 08:12:30,13.167.219.203,224.98.138.242,62087,3389,192.9741614473727,286.0334044703591,732323.5887047754,0,0,0,15,0,1,3,10,7,0.03074319282774842,19,8,tcp,data_exfil
2026-05-02 08:12:36,178.203.109.13,33.41.140.248,15197,22,0.29124851911949046,1008.0245537691684,1705.374091964482,0,0,0,4,0,0,0,43,25,0.05682784559562641,7,6,tcp,normal
2026-05-02 08:12:42,233.153.28.228,24.200.249.229,10892,22,2.431459660493468,1527.463522603642,13587.614807545873,0,0,0,4,0,1,0,4,26,0.006161453692653561,62,36,tcp,normal
2026-05-02 08:12:48,59.110.251.74,74.126.25.95,45982,80,0.6807253916047196,91.87711867799183,48.10691551748597,0,0,0,1,7,0,0,115,3,0.1551366879441757,1,1,tcp,brute_force
2026-05-02 08:12:54,150.177.112.76,203.226.28.107,39852,80,0.4248638135990556,65.16698392849203,20.757019130882025,0,0,0,0,0,0,0,405,417,0.7636811949770445,204,229,icmp,ddos
2026-05-02 08:13:00,20.113.245.40,217.246.243.99,28222,3306,5.84430454680607,394.3972818440258,16267.587993562258,0,0,0,1,0,1,0,22,28,0.11231020848075096,38,14,tcp,normal
2026-05-02 08:13:06,247.71.65.69,233.220.149.129,52050,22,20.80312081593617,338.0387560056175,2813.0019553061275,0,0,0,1,0,1,0,34,12,0.01105086974732953,95,25,udp,normal
